To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

35B150--Tucannon R. nr Marengo

DATE         Water Temp. (°C)   QUALITY
12/31/2020                5.3       140
01/01/2021                5.5       140
01/02/2021                5.9       140
01/03/2021                6.2       140
01/04/2021                6.1       140
01/05/2021                5.6       140
01/06/2021                6.2       140
01/07/2021                6.3       140
01/08/2021                5.5       140
01/09/2021                5.9       140
01/10/2021                5.4       140
01/11/2021                5.4       140
01/12/2021                6.6       140
01/13/2021                6.6       140
01/14/2021                5.2       140
01/15/2021                5.1       140
01/16/2021                5.4       140
01/17/2021                5.9       140
01/18/2021                5.3       140
01/19/2021                4.4       140
01/20/2021                4.7       140
01/21/2021                4.9       140
01/22/2021                5.0       140
01/23/2021                4.1       140
01/24/2021                3.6       140
01/25/2021                4.0       140
01/26/2021                4.0       140
01/27/2021                4.6       140
01/28/2021                4.9       140
01/29/2021                4.9       140
01/30/2021                4.9       140
01/31/2021                6.0       140
02/01/2021                6.8       140
02/02/2021                6.6       140
02/03/2021                5.3       140
02/04/2021                5.2       140
02/05/2021                5.9       140
02/06/2021                5.8       140
02/07/2021                5.4       140
02/08/2021                4.8       140
02/09/2021                4.4       140
02/10/2021                3.2       140
02/11/2021                2.8       140
02/12/2021                2.1       140
02/13/2021                1.2       140
02/14/2021                1.2       140
02/15/2021                1.0       140
02/16/2021                2.5       140
02/17/2021                3.9       140
02/18/2021                3.9       140
02/19/2021                4.8       140
02/20/2021                4.9       140
02/21/2021                5.2       140
02/22/2021                6.2       140
02/23/2021                          255
02/24/2021                4.9       140
02/25/2021                4.9       140
02/26/2021                4.8       140
02/27/2021                4.6       140
02/28/2021                5.3       140
03/01/2021                5.9       140
03/02/2021                6.7       140
03/03/2021                6.5       140
03/04/2021                6.6       140
03/05/2021                7.0       140
03/06/2021                6.5       140
03/07/2021                6.1       140
03/08/2021                6.0       140
03/09/2021                6.2       140
03/10/2021                5.7       140
03/11/2021                5.9       140
03/12/2021                6.1       140
03/13/2021                6.5       140
03/14/2021                7.1       140
03/15/2021                6.5       140
03/16/2021                6.6       140
03/17/2021                6.9       140
03/18/2021                7.9       140
03/19/2021                7.7       140
03/20/2021                6.9       140
03/21/2021                6.5       140
03/22/2021                6.7       140
03/23/2021                6.6       140
03/24/2021                6.4       140
03/25/2021                6.8       140
03/26/2021                7.4       140
03/27/2021                8.0       140
03/28/2021                8.1       140
03/29/2021                6.5       140
03/30/2021                6.4       140
03/31/2021                7.0       140
04/01/2021                8.3       140
04/02/2021                8.8       140
04/03/2021                8.6       140
04/04/2021                8.4       140
04/05/2021                8.1       140
04/06/2021                7.8       140
04/07/2021                7.9       140
04/08/2021                7.6       140
04/09/2021                7.4       140
04/10/2021                6.7       140
04/11/2021                6.1       140
04/12/2021                6.7       140
04/13/2021                7.4       140
04/14/2021                7.9       140
04/15/2021                8.9       140
04/16/2021                9.3       140
04/17/2021                9.6       140
04/18/2021               10.0       140
04/19/2021                9.4       140
04/20/2021                8.5       140
04/21/2021                8.6       140
04/22/2021                8.9       140
04/23/2021                9.2       140
04/24/2021                8.5       140
04/25/2021                8.3       140
04/26/2021                8.3       140
04/27/2021                8.9       140
04/28/2021                9.8       140
04/29/2021               10.6       140
04/30/2021               10.3       140
05/01/2021               10.1       140
05/02/2021                9.5       140
05/03/2021                9.2       140
05/04/2021                9.8       140
05/05/2021               10.1       140
05/06/2021               10.9       140
05/07/2021                9.9       140
05/08/2021                8.8       140
05/09/2021                8.7       140
05/10/2021                9.6       140
05/11/2021               10.1       140
05/12/2021               10.4       140
05/13/2021               11.2       140
05/14/2021               11.8       140
05/15/2021               11.9       140
05/16/2021               12.0       140
05/17/2021               12.3       140
05/18/2021               11.1       140
05/19/2021                9.3       140
05/20/2021                9.0       140
05/21/2021                9.4       140
05/22/2021                9.8       140
05/23/2021               10.4       140
05/24/2021               11.4       140
05/25/2021               10.7       140
05/26/2021               11.7       140
05/27/2021               12.0       140
05/28/2021               11.4       140
05/29/2021               11.7       140
05/30/2021               12.4       140
05/31/2021               13.3       140
06/01/2021               14.2       140
06/02/2021               15.1       140
06/03/2021               15.5       140
06/04/2021               15.4       140
06/05/2021               13.9       140
06/06/2021               11.9       140
06/07/2021               11.4       140
06/08/2021               12.7       140
06/09/2021               12.6       140
06/10/2021               12.5       140
06/11/2021               12.2       140
06/12/2021               13.9       140
06/13/2021               15.5       140
06/14/2021               16.4       140
06/15/2021               14.9       140
06/16/2021               14.3       140
06/17/2021               15.1       140
06/18/2021               15.8       140
06/19/2021               16.2       140
06/20/2021               16.7       140
06/21/2021               17.3       140
06/22/2021               17.7       140
06/23/2021               18.1       140
06/24/2021               17.9       140
06/25/2021               18.5       140
06/26/2021               18.9       140
06/27/2021               19.5       140
06/28/2021               20.1       140
06/29/2021               20.5       140
06/30/2021               20.6       140
07/01/2021               19.8       140
07/02/2021               19.5       140
07/03/2021               19.0       140
07/04/2021               18.9       140
07/05/2021               18.7       140
07/06/2021               18.8       140
07/07/2021               18.9       140
07/08/2021               18.7       140
07/09/2021               18.4       140
07/10/2021               18.6       140
07/11/2021               18.7       140
07/12/2021               18.3       140
07/13/2021               18.7       140
07/14/2021               19.0       140
07/15/2021               18.8       140
07/16/2021               18.3       140
07/17/2021               18.2       140
07/18/2021               18.1       140
07/19/2021               18.2       140
07/20/2021               18.1       140
07/21/2021               17.4       140
07/22/2021               17.0       140
07/23/2021               16.9       140
07/24/2021               17.5       140
07/25/2021               18.3       140
07/26/2021               17.9       140
07/27/2021               17.7       140
07/28/2021               18.4       140
07/29/2021               18.9       140
07/30/2021               19.0       140
07/31/2021               19.1       140
08/01/2021               18.9       140
08/02/2021               19.1       140
08/03/2021               19.3       140
08/04/2021               19.1       140
08/05/2021               18.1       140
08/06/2021               18.3       140
08/07/2021               18.8       140
08/08/2021               17.8       140
08/09/2021               17.2       140
08/10/2021               17.4       140
08/11/2021               18.6       140
08/12/2021               18.8       140
08/13/2021               18.2       140
08/14/2021               18.2       140
08/15/2021               18.6       140
08/16/2021               18.8       140
08/17/2021               17.4       140
08/18/2021               16.4       140
08/19/2021               16.6       140
08/20/2021               16.8       140
08/21/2021               15.8       140
08/22/2021               15.9       140
08/23/2021               15.2       140
08/24/2021               14.9       140
08/25/2021               15.1       140
08/26/2021               15.7       140
08/27/2021               16.2       140
08/28/2021               15.7       140
08/29/2021               15.8       140
08/30/2021               15.6       140
08/31/2021               14.7       140
09/01/2021               14.1       140
09/02/2021               14.1       140
09/03/2021               14.6       140
09/04/2021               14.8       140
09/05/2021               15.4       140
09/06/2021               16.3       140
09/07/2021               15.7       140
09/08/2021               15.9       140
09/09/2021               15.8       140
09/10/2021               15.6       140
09/11/2021               15.5       140
09/12/2021               15.0       140
09/13/2021               14.8       140
09/14/2021               14.2       140
09/15/2021               15.1       140
09/16/2021               13.4       140
09/17/2021               13.0       140
09/18/2021               13.5       140
09/19/2021               13.1       140
09/20/2021                          255
09/21/2021               13.0       140
09/22/2021               13.1       140
09/23/2021               13.8       140
09/24/2021               13.5       140
09/25/2021               13.8       140
09/26/2021               14.0       140
09/27/2021               13.6       140
09/28/2021               12.7       140
09/29/2021               12.2       140
09/30/2021               12.7       140
10/01/2021               13.4       140

Quality Codes Key:
140 - Data not yet checked
255 - Incomplete day
